Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,31.024667739868164,31.309297561645508,30.920303344726562,31.309297561645508,25.92875862121582,23391844
2017-01-04,31.43263816833496,31.64136505126953,31.33776092529297,31.584440231323242,26.156618118286133,22753963
2017-01-05,31.660341262817383,31.963947296142578,31.42314910888672,31.888046264648438,26.408048629760742,21083584
2017-01-06,31.935483932495117,31.973434448242188,31.631879806518555,31.764705657958984,26.30590057373047,18418228
2017-01-09,31.717267990112305,31.944971084594727,31.669828414916992,31.755218505859375,26.29804229736328,21559886
2017-01-10,31.869070053100586,31.935483932495117,31.612903594970703,31.726755142211914,26.274471282958984,20444754
2017-01-11,31.660341262817383,31.821632385253906,30.74003791809082,31.148008346557617,25.795183181762695,42623128
2017-01-12,30.863378524780273,30.948766708374023,30.645160675048828,30.929790496826172,25.614465713500977,33475989
2017-01-13,30.996204376220703,31.100568771362305,30.67362403869629,30.85388946533203,25.551607131958008,21386925
2017-01-17,30.69260025024414,30.7210636138916,30.15180206298828,30.417457580566406,25.1901798248291,33838143
2017-01-18,30.445920944213867,30.62618637084961,30.313093185424805,30.388994216918945,25.16660499572754,22629064
2017-01-19,30.417457580566406,30.445920944213867,29.91461181640625,30.07590103149414,24.907320022583008,27555881
2017-01-20,30.094877243041992,30.474382400512695,30.03795051574707,30.142314910888672,24.962322235107422,31788324
2017-01-23,30.056926727294922,30.18975257873535,29.829221725463867,29.84819793701172,24.718746185302734,26098094
2017-01-24,29.791271209716797,29.84819793701172,29.3168888092041,29.554079055786133,24.475177764892578,31225172
2017-01-25,29.753320693969727,29.905122756958008,29.506641387939453,29.686906814575195,24.585176467895508,33905283
2017-01-26,29.791271209716797,29.857685089111328,29.601518630981445,29.677419662475586,24.57731819152832,28653517
2017-01-27,29.857685089111328,29.92409896850586,29.658443450927734,29.81024742126465,24.687318801879883,25353654
2017-01-30,29.857685089111328,29.88614845275879,29.468690872192383,29.705881118774414,24.60088348388672,28947899
2017-01-31,29.42125129699707,30.294118881225586,29.34535026550293,30.1043643951416,24.930891036987305,39472300
2017-02-01,29.8956356048584,30.06641387939453,29.658443450927734,30.04743766784668,25.13726234436035,30031938
2017-02-02,29.857685089111328,30.1043643951416,29.715370178222656,30.1043643951416,25.18488311767578,24634404
2017-02-03,30.407970428466797,30.58823585510254,30.284629821777344,30.445920944213867,25.470624923706055,37935252
2017-02-06,30.360530853271484,30.67362403869629,30.303604125976562,30.57874870300293,25.58174705505371,25859258
2017-02-07,30.66413688659668,30.69260025024414,30.303604125976562,30.436433792114258,25.462692260742188,24781648
2017-02-08,30.284629821777344,30.69260025024414,30.284629821777344,30.493358612060547,25.51030921936035,20194745
2017-02-09,30.493358612060547,30.872865676879883,30.493358612060547,30.7210636138916,25.700807571411133,25102380
2017-02-10,30.74952507019043,30.7874755859375,30.57874870300293,30.69260025024414,25.676998138427734,23090189
2017-02-13,30.77798843383789,31.015180587768555,30.77798843383789,30.939279556274414,25.88336181640625,21733585
2017-02-14,30.863378524780273,31.091081619262695,30.69260025024414,31.072105407714844,25.99448585510254,24205532
2017-02-15,31.100568771362305,31.859582901000977,31.015180587768555,31.793169021606445,26.597713470458984,48035523
2017-02-16,31.736242294311523,32.15370178222656,31.51802635192871,31.897533416748047,26.68502426147461,40402244
2017-02-17,31.869070053100586,32.15370178222656,31.812143325805664,31.897533416748047,26.68502426147461,36882306
2017-02-21,31.850095748901367,32.06830978393555,31.764705657958984,31.897533416748047,26.68502426147461,25391598
2017-02-22,31.850095748901367,32.0208740234375,31.546489715576172,31.869070053100586,26.661211013793945,28676494
2017-02-23,31.973434448242188,32.371917724609375,31.859582901000977,32.31499099731445,27.03426170349121,32122863
2017-02-24,32.41935348510742,32.59013366699219,32.24857711791992,32.50474548339844,27.193008422851562,26046448
2017-02-27,32.476280212402344,32.694496154785156,32.40986633300781,32.523719787597656,27.208881378173828,23009136
2017-02-28,32.35293960571289,32.50474548339844,32.17267608642578,32.371917724609375,27.081884384155273,28964658
2017-03-01,32.51423263549805,32.76091003417969,32.305503845214844,32.65654754638672,27.32000732421875,34034925
2017-03-02,32.694496154785156,32.96963882446289,32.65654754638672,32.74193572998047,27.39143943786621,26952993
2017-03-03,32.74193572998047,32.87476348876953,32.5996208190918,32.75142288208008,27.39937973022461,19800760
2017-03-06,32.5711555480957,32.703983306884766,32.33396530151367,32.59013366699219,27.26444435119629,19174263
2017-03-07,32.13472366333008,32.447818756103516,32.0208740234375,32.24857711791992,26.978702545166016,30783335
2017-03-08,32.17267608642578,32.35293960571289,31.99241065979004,32.17267608642578,26.91520118713379,23870360
2017-03-09,32.14421463012695,32.390892028808594,32.04933547973633,32.305503845214844,27.026325225830078,20199594
2017-03-10,32.390892028808594,32.561668395996094,32.25806427001953,32.362430572509766,27.073951721191406,20214666
2017-03-13,32.390892028808594,32.4003791809082,32.17267608642578,32.362430572509766,27.073951721191406,19988056
2017-03-14,32.27703857421875,32.5711555480957,32.23908996582031,32.466793060302734,27.1612606048584,15563469
2017-03-15,32.466793060302734,32.92219924926758,32.4288444519043,32.85578536987305,27.48668098449707,24279839
2017-03-16,32.79886245727539,32.85578536987305,32.49525451660156,32.66603469848633,27.32794189453125,21816219
2017-03-17,32.694496154785156,32.808349609375,32.51423263549805,32.561668395996094,27.24062728881836,45736117
2017-03-20,32.637569427490234,32.73244857788086,32.561668395996094,32.618595123291016,27.288253784179688,18435514
2017-03-21,32.713470458984375,32.83681106567383,32.4288444519043,32.49525451660156,27.185068130493164,33083479
2017-03-22,32.542694091796875,32.7703971862793,32.24857711791992,32.703983306884766,27.359689712524414,27528267
2017-03-23,32.561668395996094,32.78937530517578,32.476280212402344,32.533206939697266,27.216819763183594,21378704
2017-03-24,32.51423263549805,32.51423263549805,32.20113754272461,32.25806427001953,26.98664093017578,28583110
2017-03-27,32.01138687133789,32.552181243896484,32.01138687133789,32.4288444519043,27.12950897216797,18852055
2017-03-28,32.31499099731445,32.50474548339844,32.2296028137207,32.40986633300781,27.113636016845703,19327725
2017-03-29,32.40986633300781,32.68500900268555,32.362430572509766,32.5711555480957,27.24856948852539,18214174
2017-03-30,32.438331604003906,32.67552185058594,32.4003791809082,32.59013366699219,27.26444435119629,15803465
2017-03-31,32.457305908203125,32.618595123291016,32.40986633300781,32.457305908203125,27.153324127197266,19616837
2017-04-03,32.362430572509766,32.59013366699219,32.35293960571289,32.48576736450195,27.1771297454834,19064752
2017-04-04,32.4288444519043,32.73244857788086,32.305503845214844,32.58064651489258,27.256505966186523,20324177
2017-04-05,32.5711555480957,32.75142288208008,32.4003791809082,32.438331604003906,27.13744354248047,20321225
2017-04-06,32.390892028808594,32.59013366699219,32.31499099731445,32.362430572509766,27.073951721191406,17164706
2017-04-07,32.34345245361328,32.49525451660156,32.296016693115234,32.35293960571289,27.066011428833008,14728069
2017-04-10,32.381404876708984,32.466793060302734,32.2296028137207,32.296016693115234,27.018390655517578,16852722
2017-04-11,32.27703857421875,32.33396530151367,32.01138687133789,32.191650390625,26.931079864501953,20155642
2017-04-12,32.14421463012695,32.24857711791992,31.982921600341797,32.18216323852539,26.923139572143555,26022628
2017-04-13,32.14421463012695,32.27703857421875,32.08728790283203,32.14421463012695,26.891395568847656,13560553
2017-04-17,32.16318893432617,32.305503845214844,32.08728790283203,32.25806427001953,26.98664093017578,15963462
2017-04-18,32.03036117553711,32.14421463012695,31.935483932495117,32.10626220703125,26.85964584350586,22293365
2017-04-19,32.11574935913086,32.17267608642578,31.831119537353516,31.888046264648438,26.677087783813477,25204302
2017-04-20,31.907020568847656,32.13472366333008,31.764705657958984,32.01138687133789,26.780277252197266,19339319
2017-04-21,31.9165096282959,32.00189971923828,31.755218505859375,31.9165096282959,26.70090103149414,25552227
2017-04-24,32.23908996582031,32.286529541015625,31.925996780395508,32.01138687133789,26.780277252197266,22438501
2017-04-25,32.08728790283203,32.220115661621094,31.982921600341797,32.03036117553711,26.796146392822266,19756176
2017-04-26,32.12523651123047,32.286529541015625,32.11574935913086,32.11574935913086,26.867584228515625,20884483
2017-04-27,32.220115661621094,32.27703857421875,32.03984832763672,32.12523651123047,26.875518798828125,15633139
2017-04-28,32.14421463012695,32.20113754272461,32.0208740234375,32.18216323852539,26.923139572143555,16842077
2017-05-01,32.15370178222656,32.24857711791992,32.03984832763672,32.04933547973633,26.812021255493164,23910833
2017-05-02,31.859582901000977,31.99241065979004,31.195446014404297,31.888046264648438,26.677087783813477,42965678
2017-05-03,31.764705657958984,31.869070053100586,31.59392738342285,31.755218505859375,26.565959930419922,26155748
2017-05-04,31.726755142211914,31.869070053100586,31.612903594970703,31.736242294311523,26.550090789794922,26897869
2017-05-05,31.726755142211914,31.764705657958984,31.52751350402832,31.764705657958984,26.573904037475586,22999966
2017-05-08,31.688804626464844,31.897533416748047,31.64136505126953,31.736242294311523,26.550090789794922,24781543
2017-05-09,31.736242294311523,31.869070053100586,31.64136505126953,31.669828414916992,26.49452781677246,18028248
2017-05-10,31.309297561645508,31.42314910888672,31.214420318603516,31.33776092529297,26.470487594604492,34829852
2017-05-11,31.2998104095459,31.44212532043457,31.166982650756836,31.347248077392578,26.478500366210938,26421567
2017-05-12,31.204933166503906,31.37571144104004,31.204933166503906,31.31878662109375,26.45446014404297,18589187
2017-05-15,31.280834197998047,31.48007583618164,31.119544982910156,31.42314910888672,26.542613983154297,20530444
2017-05-16,30.891841888427734,31.119544982910156,30.73055076599121,30.929790496826172,26.12588119506836,42437834
2017-05-17,30.929790496826172,30.929790496826172,30.559772491455078,30.57874870300293,25.829360961914062,29931281
2017-05-18,30.55028533935547,30.75901222229004,30.426944732666016,30.569259643554688,25.821348190307617,24874822
2017-05-19,30.645160675048828,30.796964645385742,30.540796279907227,30.796964645385742,26.013689041137695,29885432
2017-05-22,30.834915161132812,30.834915161132812,30.474382400512695,30.474382400512695,25.7412052154541,26725962
2017-05-23,30.474382400512695,30.62618637084961,30.436433792114258,30.493358612060547,25.757238388061523,18517410
2017-05-24,30.521821975708008,30.62618637084961,30.332067489624023,30.407970428466797,25.685108184814453,23576821
2017-05-25,30.417457580566406,30.55028533935547,30.332067489624023,30.5123348236084,25.77326202392578,18227244
2017-05-26,30.531309127807617,30.63567352294922,30.455408096313477,30.493358612060547,25.757238388061523,12330746
2017-05-30,30.417457580566406,30.65464973449707,30.379507064819336,30.483871459960938,25.74922752380371,16913643
2017-05-31,30.62618637084961,31.110057830810547,30.483871459960938,30.977230072021484,26.165952682495117,30585499
2017-06-01,30.996204376220703,31.166982650756836,30.85388946533203,31.034156799316406,26.214038848876953,25184803
2017-06-02,31.091081619262695,31.195446014404297,30.77798843383789,30.872865676879883,26.077802658081055,21984543
2017-06-05,30.844402313232422,30.910816192626953,30.55028533935547,30.69260025024414,25.9255313873291,14994836
2017-06-06,30.645160675048828,30.71157455444336,30.398481369018555,30.426944732666016,25.701139450073242,18831186
2017-06-07,30.436433792114258,30.5123348236084,30.265655517578125,30.360530853271484,25.645038604736328,17479641
2017-06-08,30.360530853271484,30.455408096313477,30.04743766784668,30.123340606689453,25.444690704345703,35620773
2017-06-09,30.180265426635742,31.119544982910156,30.11385154724121,31.091081619262695,26.262121200561523,31764609
2017-06-12,31.091081619262695,31.39468765258789,31.024667739868164,31.024667739868164,26.206026077270508,30435515
2017-06-13,31.034156799316406,31.100568771362305,30.85388946533203,30.910816192626953,26.1098575592041,18093913
2017-06-14,30.920303344726562,31.081594467163086,30.796964645385742,31.015180587768555,26.198009490966797,14568177
2017-06-15,30.948766708374023,31.33776092529297,30.891841888427734,31.129032135009766,26.294172286987305,19952115
2017-06-16,31.29032325744629,31.43263816833496,31.129032135009766,31.280834197998047,26.42240333557129,33600044
2017-06-19,31.25237274169922,31.546489715576172,31.223909378051758,31.51802635192871,26.622753143310547,21922146
2017-06-20,31.5085391998291,32.0208740234375,31.45161247253418,31.840606689453125,26.895233154296875,27473775
